../Datasets/Grobid/Grobid_RR_2024_l1_combined.xml,en,1,UTF-8,53543
../Datasets/Grobid/Grobid_RR_2024_l2_combined.xml,en,1,UTF-8,50900
../Datasets/Grobid/Grobid_RR_2024_l3_combined.xml,en,1,UTF-8,33026
