File_Name,title,author,publication_date,identifier,language,version,encoding,file_size,S3_link
Grobid_RR_2024_l1_combined.xml,,N/A,N/A,N/A,en,1.0,UTF-8,53543,https://cfadatabase.s3.amazonaws.com/PyPDF_Grobid_RR_2024_l1_combined.txt
Grobid_RR_2024_l2_combined.xml,,N/A,N/A,N/A,en,1.0,UTF-8,50900,https://cfadatabase.s3.amazonaws.com/PyPDF_Grobid_RR_2024_l2_combined.txt
Grobid_RR_2024_l3_combined.xml,"2024 Level III Topic Outlines Economics LEARNING OUTCOMES Capital Market Expectations, Part 1: Framework and Macro Considerations",N/A,N/A,N/A,en,1.0,UTF-8,33026,https://cfadatabase.s3.amazonaws.com/PyPDF_Grobid_RR_2024_l3_combined.txt
